# automake-rs BATTLE-TEST CORPUS -- 1000 popular GitHub projects on which the original GNU
# automake 1.18.1 successfully GENERATES the Makefile.in (autoreconf/automake -> Makefile.in).
# This is the differential basis for automake-rs: reproduce this generation. Validated in a
# dependency-provisioned Ubuntu VM (bootstrap via ./autogen.sh/./bootstrap/autoreconf, automake
# 1.18.1 & 1.16.5). Star-ranked from a 5070-repo candidate pool. 2026-06-25.
# Of these, 191 also full-make to completion (see automake-validated-build.tsv); deps in
# automake-corpus-deps.txt. Columns: repo<TAB>stars<TAB>sizeKB<TAB>primaryLanguage
gizero/autotools-skeleton	3	132	C
GerHobbelt/html2db	3	156	?
gapcoin/gapcoin	3	28308	C++
fractalcoin/fractalcoin	3	8373	TypeScript
flux-framework/flux-security	3	1016	C
fengy-research/UCNTracker	3	2012	Shell
eurovibes/mixmaster	3	3770	C
ericherman/libfastset	3	58	C
equalitie/gnunet	3	74762	C
endlessm/xapian-bridge	3	225	C
endlessm/eos-shard	3	382	C
endlessm/eos-browser-tools	3	139	Python
elmo2k3/libhagraph	3	180	C
elbandi/lighttpd	3	1535	C
dterweij/ndjbdns	3	528	C
dkosmari/gtk-sfml	3	475	C++
dividendcash/DividendCash	3	4629	C++
digitalocean/ovs	3	58800	?
digitalocean/libguestfs	3	173567	C
detomon/json5	3	178	C
descent/d2x	3	2244	C
delphix/nfs-utils	3	1723	C
davidgiven/libfirm	3	30044	C
datacratic/gperftools	3	2947	C++
danos/pam_tacplus	3	530	C
danos/frr	3	66119	C
dahlem/lz-prediction	3	280	C++
cwi-dis/ambulant	3	271436	C++
criort/libPRISM	3	81	C++
CkNoSFeRaTU/pidgin	3	15777	C
christoph-cullmann/xblast	3	11771	C
choeger/MetaModelica-autotools	3	861	C
cheshire-mouse/hexchat-indicator	3	846	Shell
chad3814/libhid	3	548	C
carlos-lopez-garces/mapnik	3	25949	C++
brianmcgillion/udev	3	7396	C
BoldingBruggeman/netcdf3	3	9243	C
bloomen/libunittest	3	3818	C++
bitcoinbabys/flexinodes	3	3835	C++
BIC-MNI/bicpl	3	35385	C
bert/geda-gaf	3	31699	C
avr-aics-riken/234Compositor	3	1300	C
ArcticaProject/libpam-x2go	3	181	C
ant9000/libsigrok	3	6064	C
alexmarsev/soundtouch	3	588	C++
ahupowerdns/setgrouper	3	53	C++
affix/MSNC	3	436	C
adjacentlink/emane-layer-dlep	3	258	C++
315234/lyx-retina	3	173387	C++
hongyi-zhao/lyx	2	423104	C++
hnwfs/lighttpd-plus	2	897	C
gucong/robotxq	2	480	C++
GroovIM/transport	2	11604	C++
gramseyer/hotstuff	2	257	C++
giuseppe/containers-dedup	2	97	C
geofft/sbuild	2	2745	Perl
gderosa/dansguardian	2	1036	C++
gbonacini/trollfs	2	2597	C++
ganesh503/Asus-Aura	2	27	C
GalliumOS/xfce4-session	2	1495	C
flux-framework/flux-pmix	2	458	C
flatpak/ppa-xdg-desktop-portal	2	2630	C
firecore/libudfread	2	37	C
firecore/libbluray	2	4422	Java
fengye/swfdec	2	7976	C
farsightsec/sie-nmsg	2	112	C
farsightsec/dnstable-convert	2	446	C
esden/sigrok	2	377	C
epfl-dias/shore-mt	2	16447	C++
EmilGedda/Leonardo	2	444	C++
elmo2k3/had	2	1212	C
eastzone/snmp	2	800	C++
eantcal/miptknzr	2	194	Makefile
droogie/bluez-fuzzer	2	4199	C
drewc/guix	2	7624	Scheme
dmp0x7c5/gobexfuse	2	2576	C
dkosmari/libwupsxx	2	393	C++
Distrotech/madplay	2	962	C
Distrotech/libmad	2	929	C
Distrotech/celt	2	1948	C
diixo/dbus	2	2359	C
devernay/glm	2	209	C
derino/schencon	2	296	C++
ddarriba/pll-modules	2	1043	C
davelambert/guile-pcap	2	456	Shell
daghovland/clp	2	3285	C
CZ-NIC/fred-db	2	1979	PLpgSQL
cpputest/cpputest_simulated_gmock	2	128	C++
CookieAvenger/Tiny-Manga-Downloader	2	1813	C
coin-or/OS	2	456505	C++
cnDelbert/libtiff	2	7465	C
Chipmaster/kirk	2	155	Shell
Certseeds/graphicsmagick	2	1189644	C
cculianu/secp256k1	2	201	C
cciechad/brlcad	2	30684	C
bulislaw/obexd-eds	2	1207	C
bsc-pm/tasycl	2	90	C++
bradenmcd/uri-grammar	2	220	C++
boxbackup/boxi	2	3567	C++
bkearney/augeas	2	1656	C
bbc/bbcat-control	2	92	C++
avr-aics-riken/Polylib4	2	4207	C++
avr-aics-riken/JHPCN-DF	2	2066	C++
avr-aics-riken/CIOlib	2	7764	C++
assen-totin/mate-applet-streamer	2	198	C
Ashod/garli	2	8504	C++
arki55/fuse-fuse	2	6934	C
ArcticaProject/lightdm-remote-session-arctica	2	51	Makefile
ansisatteka/ovs-ipsec	2	25162	C
alito/smallpotato	2	14117	C
ajnelson/geoproc	2	266	Python
ahjragaas/inetutils	2	7995	C
ADVANTECH-Corp/WiseSnail	2	9949	C
aadel112/libBlondie	2	15	C
ifwe/ucarp	1	510	Shell
iainlane/mo	1	52	C
hunter-packages/libmicrohttpd	1	5353	C
Hi-Angel/faux	1	2257	C
hexhex/mergingplugin	1	940	C++
guillemj/xfstt	1	570	C++
greatergoodguy/Game_Tech_Assignment1	1	28268	C++
gpac-buildbot/libmad	1	524	C
gitGNU/gnu_sipwitch	1	1453	C++
gitGNU/gnu_ccd2cue	1	696	TeX
GiterMirror/mpg123	1	20396	C
gigaflow-vswitch/gvs	1	120624	C
genome-vendor/gmap-gsnap	1	3688	C
gass/dbpc-test	1	172	C
FuangCao/cavan	1	24186	C
fossci/libgcrypt	1	8408	C
fmrico/libpng16	1	1550	C
flboudet/flobz	1	14745	C++
flatcar/sysroot-wrappers	1	54	C
fandangos/libbluray	1	858	Java
fancybits/libdvbpsi	1	1788	?
fairflow/espeak-ng-pt-br	1	77747	C
exo/tvm-rcx	1	99	C
esrf-bliss/CCfits	1	1726	HTML
ESiWACE/esdm-netcdf-4.6.2-old	1	11569	C
erikarn/libevent-adrian	1	5024	C
endlessm/gnome-user-docs	1	275071	Makefile
Emulators-Salvacam/openjazz	1	552	C++
ekpyron/oclp	1	236	Shell
dupgit/fcl	1	363	C
Dr-Shadow/netsoul-purple	1	1068	C
Distrotech/sharutils	1	1923	C
Distrotech/libjpeg-turbo	1	5611	C
Distrotech/libcaca	1	4896	C
Distrotech/gtkimageview	1	1180	C
Distrotech/gdbm	1	1498	Shell
Distrotech/flac	1	6561	C
digitalocean/hivex	1	2603	C
deepin-community/motif	1	5737	C
deepin-community/libtextwrap	1	302	Shell
daveyc/gawk_zos	1	48956	C
dankamongmen/babl	1	1080	C
DanielO/codec2	1	3368	Shell
CyanogenMod/android_external_protobuf-c	1	398	C
CS198NDSGChanBrianJoe/html5rdp	1	3556	C
crystax/android-vendor-gnu-tar	1	4016	C
CryptVenture/BitMoneyV2	1	23196	C++
cpaasch/wireshark	1	161644	C
cooljeanius/pkg-config	1	2146	C
cooljeanius/gcml2-0.7.1	1	771	C
cooljeanius/gcab	1	1053	C
cooljeanius/docbook-utils-0.6.14	1	290	Perl
COMSYS/tor4iot-tor	1	63372	C
commiyou/iniparser	1	266	C++
coapp-packages/libunistring	1	2876	C
chaupal/jxta-c	1	5117	C
cfra/quagga-testing	1	8672	C
CESARBR/knot-network-nrf24	1	132	C
cannabisday/ovs-tsn	1	6110	C
BunsenLabs/plank	1	1821	Vala
bsc-pm/sonar	1	41	C++
BrandRegard/gnash	1	80720	C++
bjoernvoss/RNAHeliCes	1	1779	C++
BioND/myrng	1	585	Shell
bindle/rackgnome	1	95	C
benvanik/gflags	1	1037	Shell
bbidulock/xde-sounds	1	13915	Shell
arcalex/racktk	1	48	Perl
arbor/gzsig	1	278	C
araisrobo/libwosi	1	2287	C
AndyA/rfile	1	284	C
alliedtelesis/apteryx-rest	1	379	Python
Albinlk/OpenThread	1	547201	C++
alanjaouen/compilateur-cpp	1	1270	C++
A-Kyle/GrADS-CJK	1	155831	C
aissammouche/bitextor	1	133428	Python
ahmedammar/platform_external_gst_gstreamer	1	24344	C
acidburn0zzz/spice-xpi	1	424	C++
idosch/ethtool	0	985	C
IBM/corosync-qdisk	0	50	C
IanSav/enigma2-Beyonwiz	0	72922	Python
iamashwin99/octopus-debian-package	0	51195	Fortran
iagorubio/gnome-search-tool	0	3840	C
iagorubio/cssed-vte-plugin	0	123	Shell
huleyv/iperf2	0	11821	C
hpc/cce-mpi-openmpi-1.4.4	0	7936	C
hollowiette/xrdp	0	1339	C
hiha-lang/hiha	0	10307	C
hhool/nut	0	82476	C
heliocastro/gpgme	0	7616	C
hdoddikindi/fstrm	0	420	C
hanya/aobook-haiku	0	697	C
hamonikr-root/mate-screensaver	0	5184	C
hamonikr-root/fontconfig	0	2004	C
hallyn/upstart	0	141144	C
haegrr/testtool	0	128	C
haegrr/reprepro	0	4044	C
gvallee/c_hello_world	0	6	Shell
grgbr/haveged	0	785	Shell
greg-kennedy/BridgeMail	0	28	C
GodshadowLQH/usbview	0	43	C
gnu-mirror-unofficial/commoncpp	0	3484	C++
gnaservicesinc/Challenge4Access	0	26879	C
gitpan/libnf	0	3108	C
gitGNU/gnu_scambio	0	1260	C
gitGNU/gnu_rpge	0	2431	Roff
gitGNU/gnu_lash	0	667	C
gitGNU/gnu_foliot	0	673	Scheme
giellalt/template-shared-und	0	19	Makefile
giellalt/keyboard-olo	0	185	M4
ghani-1977/enigma2-openpli-sh4-2	0	114473	Python
geoffjay/libgnt	0	268	C
genesi/gnome-terminal	0	3205	C
GeGuNa/trafficserver	0	46225	C++
Geballin/PgBrowse	0	2103	Tcl
gcp/opusfile	0	524	C
gajgeospatial/libpng-1.6.40	0	1645	C
Gahznt/otserver_source	0	14666	C++
ftynse/ppcg-fb	0	187	C
fremantle-gtk2/osso-applet-screencalibration	0	237	C
freedesktop-unofficial-mirror/gstreamer-sdk__dbus	0	2484	C
freedesktop-unofficial-mirror/dbus__dbus-qt3	0	4108	C
Freeaqingme/libvmod-oauth	0	128	Shell
fredowski/ssw	0	429	C
FOSSEE/scilab_for_xcos_on_cloud	0	306755	Scilab
fork4jl/mpfr	0	156870	C
flyinghead/ircd-hybrid	0	1682	C
flyfeifan/myHtop	0	1744	C
flux-framework/flux-foundry	0	421	C
FinTP/fintp_payloadevaluators	0	244	C++
FinchBerryOS/fbyo-utils	0	16094	C
FinchBerryOS/fbyo-coreutils	0	17804	C
felix-001/tstool	0	4082	C
fangq/medit	0	4456	C
fan31415/bbq_new	0	4002	Roff
evjeesm/hashset	0	42	C
EvaisaDev/libwebsock	0	80	C
esy-packages/esy-automake	0	4136	Shell
ep-infosec/33_apache_duo_unix	0	482	C
epeec/TAGASPI	0	130	C++
endlessm/flatpak-builder	0	9931	C
endlessm/basin	0	164	JavaScript
enba94yf/binutils-2.42	0	1331	C
electimon/bmp	0	5281	C
edf-hpc/pkg-nsca-ng	0	577	C
e-desouza/gzip-1.11	0	1349	C
ecliptchain/eclipt-source	0	4983	C++
ecairn/sphinx-official	0	11412	C++
ebosnjak/libpng-1.5.4-vuln	0	1082	C
eamonnmoloney/thrift-0.6.1	0	16826	C++
dvab-sarma/android_external_alsa-lib	0	987	C
dudochkin-victor/sqlheavy	0	176	Vala
dreamlegacy/libusbtuner	0	12	M4
dreal-deps/libunwind	0	4032	C
dreal-deps/gsl	0	3772	C
drakkar-lig/ipv6-care	0	325	C
dorchard/flrc-lib	0	767	C++
DocQMiner/tesseract-4.0.0-beta.1	0	4302	C++
dkrotx/htmarkup	0	716	Shell
Distrotech/Thunar	0	25055	C
Distrotech/squid	0	103651	C++
Distrotech/radius	0	14079	C
Distrotech/popt	0	1345	Shell
Distrotech/onig	0	570	C
Distrotech/libspectre	0	471	Shell
Distrotech/libdvdcss	0	976	Shell
Distrotech/libcddb	0	499	Shell
Distrotech/libaccounts-glib	0	1138	C
Distrotech/gnome-mines	0	7725	Vala
Distrotech/evolution	0	348761	C
DistributedSpectrum/libcurl	0	4792	C
DipodGC/iperf2	0	11749	C
DIKU-EDU/yams	0	898	C
didier13150/geomorph	0	12896	C
dhuseby/liblynx	0	1090	Groff
dfangboy/opus	0	1133	C
delphix/grub2	0	55707	C
def-/sxc	0	2060	C++
deepin-community/xfconf	0	1279	Makefile
deepin-community/xfce4-appfinder	0	722	Shell
deepin-community/xdg-desktop-portal-gtk	0	645	C
deepin-community/vde2	0	825	C
deepin-community/vala	0	10763	C
deepin-community/tslib	0	632	C
